student_name,teacher_name,grade,time_in,time_out,what_happened,does_students_behavior_pose_a_safety_risk_to_them_or_others,student_sent_to_administrator,isla_debrief_completed,coached_student_on_appropriate_behavior_skill,practiced_re_connection_conversation_with_you,did_the_student_complete_a_re_connection_card,did_the_student_do_the_re_connection_conversation_with_their_teacher,did_the_student_reenter_the_classroom,if_not_why,minutes_in_office,notes,time_lost,date
Frank Bryce,Iron Fist,8,2019-09-27T14:53:41Z,2019-09-27T15:05:47Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Other,1899-12-30T00:12:06Z,[ISLA facilitator notes],12.1,2019-09-27
Alecto Carrow,Rocket Raccoon,6,2019-09-05T14:06:05Z,2019-09-05T14:33:58Z,[teacher report of what happened],No,No,Yes,Yes,No,Yes,No,Yes,,1899-12-30T00:27:53Z,,27.8833333333333,2019-09-05
Alecto Carrow,She-Hulk,6,2020-02-20T13:05:59.:00Z,2020-02-20T13:27:48Z,[teacher report of what happened],No,No,No,No,No,No,No,No,,1899-12-30T00:21:48Z,,21.8000000079473,2020-02-20
Alecto Carrow,Scarlet Witch,6,2020-02-06T14:06:40Z,,,,,,,,,,,,,,,2020-02-06
Alecto Carrow,Scarlet Witch,6,2020-02-28T12:25:11Z,,,,,,,,,,,,,,,2020-02-28
Alecto Carrow,Batman,6,2019-09-19T11:48:23Z,2019-09-19T11:59:07Z,,,,,,,,,,,1899-12-30T00:10:44Z,,10.7333333333333,2019-09-19
Alecto Carrow,Batman,6,2019-10-21T13:09:43Z,2019-10-21T13:20:52.:00Z,[teacher report of what happened],No,No,Yes,Yes,No,Yes,No,Yes,,1899-12-30T00:11:09.:00Z,,11.1666666507721,2019-10-21
Alecto Carrow,Batman,6,2019-12-10T12:59:28Z,2019-12-10T13:37:51.:00Z,,,,,,,,,,,1899-12-30T00:38:24Z,,38.3999999920527,2019-12-10
Alecto Carrow,Batman,6,2020-02-11T09:36:07Z,2020-02-11T11:03:28Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T01:27:21Z,,87.35,2020-02-11
Alecto Carrow,Batman,6,2020-02-20T09:25:18Z,2020-02-20T09:41:38Z,[teacher report of what happened],No,No,No,No,No,No,No,Yes,,1899-12-30T00:16:19.:00Z,,16.333333325386,2020-02-20
Alecto Carrow,Batman,6,2020-02-26T09:59:27Z,2020-02-26T10:16:21Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,16.9,2020-02-26
Alecto Carrow,Batman,6,2020-03-04T08:44:28Z,,,,,,,,,,,,,,,2020-03-04
Alecto Carrow,Spider-Man,6,2019-10-22T14:44:40Z,2019-10-22T15:01:24.:00Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Other,1899-12-30T00:16:45Z,[ISLA facilitator notes],16.7499999920527,2019-10-22
Alecto Carrow,The Atom,6,2020-01-09T10:25:00Z,2020-01-09T10:36:56Z,,,,,,,,,,,1899-12-30T00:11:55.:00Z,,11.933333325386,2020-01-09
Alecto Carrow,Nick Fury,6,2019-11-13T08:58:33Z,2019-11-13T15:09:04Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,ISS,1899-12-30T06:10:31Z,,370.516666666667,2019-11-13
Alecto Carrow,Nick Fury,6,2020-02-12T09:23:15Z,,[teacher report of what happened],No,No,No,No,No,No,No,No,ISS,,,,2020-02-12
Alecto Carrow,Lightning Lad,6,2019-11-06T11:02:06Z,,,,,,,,,,,,,,,2019-11-06
Alecto Carrow,Saturn Girl,6,2019-09-24T10:29:04.:00Z,,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,,,,2019-09-24
Alecto Carrow,Saturn Girl,6,2019-11-15T09:32:37Z,2019-11-15T13:17:47Z,,No,Yes,Yes,Yes,No,No,No,No,ISS,1899-12-30T03:45:10Z,,225.166666674614,2019-11-15
Alecto Carrow,Saturn Girl,6,2020-02-11T12:25:15Z,2020-02-11T15:06:55Z,[teacher report of what happened],No,Yes,No,No,No,No,No,No,ISS,1899-12-30T02:41:40Z,,161.666666666667,2020-02-11
Alecto Carrow,Cyclops,6,,2020-01-09T10:54:23Z,,,,,,,,,,,,,,
Alecto Carrow,Cyclops,6,,2020-02-07T07:38:47Z,,,,,,,,,,,,,,
Alecto Carrow,Cyclops,6,,2020-02-07T07:39:57Z,,,,,,,,,,,,,,
Amycus Carrow,Rocket Raccoon,7,2019-10-02T09:42:11Z,2019-10-02T10:28:58Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,No,Stayed until end of period,1899-12-30T00:46:47Z,,46.7833333333333,2019-10-02
Amycus Carrow,Rocket Raccoon,7,2019-10-04T09:21:42Z,2019-10-04T09:44:33Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,No,No,Yes,,1899-12-30T00:22:51Z,,22.85,2019-10-04
Amycus Carrow,Rocket Raccoon,7,2019-10-24T09:40:45Z,2019-10-24T10:23:25Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,Other,1899-12-30T00:42:40Z,[ISLA facilitator notes],42.6666666666667,2019-10-24
Amycus Carrow,Black Widow,7,2019-11-22T13:17:10Z,,,,,,,,,,,,,,,2019-11-22
Reginald Cattermole,Rocket Raccoon,7,2019-10-04T09:20:21Z,,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Student not ready,,,,2019-10-04
Reginald Cattermole,Rocket Raccoon,7,2019-10-11T09:28:03Z,2019-10-11T09:37:44Z,,,,,,,,,,,1899-12-30T00:09:41Z,,9.68333333333333,2019-10-11
Reginald Cattermole,Rocket Raccoon,7,2019-10-24T09:38:50Z,2019-10-24T10:20:57Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,Other,1899-12-30T00:42:07Z,[ISLA facilitator notes],42.1166666587194,2019-10-24
Reginald Cattermole,Scarlet Witch,7,2019-10-29T11:26:32Z,2019-10-29T11:53:40Z,[teacher report of what happened],No,No,Yes,Yes,No,Yes,No,No,Stayed until end of period,1899-12-30T00:27:07.:00Z,,27.1333333333333,2019-10-29
Reginald Cattermole,Scarlet Witch,7,2019-11-01T11:21:23Z,2019-11-01T11:54:56Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:33:32.:00Z,,33.5499999920527,2019-11-01
Reginald Cattermole,Scarlet Witch,7,2019-12-17T11:10:01Z,2019-12-17T11:53:06Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Student not ready,1899-12-30T00:43:05Z,[ISLA facilitator notes],43.0833333333333,2019-12-17
Reginald Cattermole,Black Lightning,7,2019-10-15T14:33:42.:00Z,2019-10-15T15:04:27Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:30:44Z,,30.7333333412806,2019-10-15
Reginald Cattermole,Black Lightning,7,2019-10-16T14:37:29Z,2019-10-16T15:05:29Z,[teacher report of what happened],No,No,Yes,No,No,No,No,No,Other,1899-12-30T00:28:00Z,[ISLA facilitator notes],28,2019-10-16
Reginald Cattermole,Wasp,7,2019-10-25T10:50:43.:00Z,2019-10-25T11:10:41Z,[teacher report of what happened],No,No,Yes,No,No,No,No,No,Stayed until end of period,1899-12-30T00:19:57Z,,19.9500000079473,2019-10-25
Reginald Cattermole,Wasp,7,2019-11-14T10:57:02.:00Z,2019-11-14T11:49:19Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,No,Stayed until end of period,1899-12-30T00:52:16Z,,52.266666674614,2019-11-14
Reginald Cattermole,Wolverine,7,2019-10-24T14:30:33Z,2019-10-24T15:05:13Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,Other,1899-12-30T00:34:40Z,[ISLA facilitator notes],34.666666674614,2019-10-24
Reginald Cattermole,Wonder Woman,7,2019-10-03T10:55:12Z,2019-10-03T11:12:00Z,,,,,,,,,,,1899-12-30T00:16:48Z,,16.8,2019-10-03
Reginald Cattermole,Wonder Woman,7,2019-10-07T11:40:47Z,2019-10-07T11:51:23Z,,No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:10:35.:00Z,,10.6,2019-10-07
Reginald Cattermole,Wonder Woman,7,2019-10-09T10:33:59Z,2019-10-09T11:12:54Z,,No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:38:55Z,[ISLA facilitator notes],38.9166666666667,2019-10-09
Reginald Cattermole,Wonder Woman,7,2019-10-11T10:21:19Z,2019-10-11T10:26:02Z,,,,,,,,,,,1899-12-30T00:04:43Z,,4.71666667461395,2019-10-11
Reginald Cattermole,Wonder Woman,7,2019-10-14T10:30:36Z,2019-10-14T10:56:42Z,,No,Yes,Yes,Yes,No,No,No,Yes,,1899-12-30T00:26:05.:00Z,[ISLA facilitator notes],26.0999999920527,2019-10-14
Reginald Cattermole,Wonder Woman,7,2019-10-17T10:33:24Z,2019-10-17T10:55:07Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:21:43Z,,21.716666674614,2019-10-17
Reginald Cattermole,Wonder Woman,7,2019-10-21T10:32:34Z,2019-10-21T10:55:07Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:22:33Z,,22.5500000079473,2019-10-21
Reginald Cattermole,Wonder Woman,7,2019-10-22T10:28:29Z,2019-10-22T10:57:47Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,Student not ready,1899-12-30T00:29:18Z,,29.3,2019-10-22
Reginald Cattermole,Wonder Woman,7,2019-10-28T10:17:21Z,2019-10-28T11:20:21Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,OSS,1899-12-30T01:03:00Z,[ISLA facilitator notes],63,2019-10-28
Reginald Cattermole,Wonder Woman,7,2019-11-04T10:29:04Z,2019-11-04T10:57:29.:00Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Student not ready,1899-12-30T00:28:25.:00Z,,28.4333333253861,2019-11-04
Reginald Cattermole,Wonder Woman,7,2019-11-22T10:39:42Z,2019-11-22T10:53:48Z,,No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:14:05.:00Z,[ISLA facilitator notes],14.0999999920527,2019-11-22
Reginald Cattermole,Wonder Woman,7,2019-11-25T10:44:01Z,2019-11-25T10:58:31.:00Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Other,1899-12-30T00:14:31Z,[ISLA facilitator notes],14.5166666587194,2019-11-25
Reginald Cattermole,Wonder Woman,7,2019-12-02T10:24:31Z,2019-12-02T10:55:24Z,[teacher report of what happened],Yes,Yes,No,Yes,No,No,No,No,Teacher not ready,1899-12-30T00:30:53Z,,30.8833333333333,2019-12-02
Reginald Cattermole,Hawkeye,7,2019-09-16T11:15:30Z,2019-09-16T12:37:44Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,Yes,,No,Teacher not ready,1899-12-30T01:22:14Z,,82.2333333333333,2019-09-16
Reginald Cattermole,Nick Fury,7,2019-12-05T08:58:13.:00Z,2019-12-05T15:10:29Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,ISS,1899-12-30T06:12:15Z,,372.250000007947,2019-12-05
Reginald Cattermole,Nick Fury,7,2019-12-06T08:32:21Z,2019-12-06T15:07:48Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,ISS,1899-12-30T06:35:27Z,,395.45,2019-12-06
Reginald Cattermole,Nick Fury,7,2019-12-09T12:20:39Z,2019-12-09T12:50:07Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,,1899-12-30T00:29:28Z,,29.4666666666667,2019-12-09
Reginald Cattermole,Hawkman,7,2019-11-05T11:29:16Z,2019-11-05T11:51:04Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:21:47.:00Z,,21.8,2019-11-05
Reginald Cattermole,Hawkman,7,2019-11-19T10:14:18Z,2019-11-19T10:33:18Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Other,1899-12-30T00:19:00Z,[ISLA facilitator notes],19,2019-11-19
Reginald Cattermole,Hawkman,7,2019-12-11T14:11:10Z,2019-12-11T15:08:21Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:57:11Z,,57.1833333253861,2019-12-11
Reginald Cattermole,Aquaman,7,2019-10-02T13:33:54Z,2019-10-02T15:07:33Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,Other,1899-12-30T01:33:39Z,[ISLA facilitator notes],93.6500000079473,2019-10-02
Mary Cattermole,Rocket Raccoon,7,2019-10-09T10:15:44Z,2019-10-09T10:47:31Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,Not enough time left in period,1899-12-30T00:31:47Z,,31.7833333333333,2019-10-09
Cho Chang,Rocket Raccoon,7,2019-11-06T08:38:41Z,2019-11-06T08:49:30Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,No,Yes,No,Stayed until end of period,1899-12-30T00:10:48.:00Z,,10.8166666587194,2019-11-06
Cho Chang,Mister Miracle,7,2019-09-06T11:30:30Z,2019-09-06T12:38:40Z,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Other,,[ISLA facilitator notes],68.1666666666667,2019-09-06
Cho Chang,Scarlet Witch,7,2019-11-04T10:30:37Z,2019-11-04T10:42:43Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,Yes,,1899-12-30T00:12:06Z,,12.1,2019-11-04
Cho Chang,Hawkeye,7,2019-10-08T11:27:47Z,2019-10-08T11:50:58Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,Yes,,1899-12-30T00:23:11Z,,23.1833333412806,2019-10-08
Penelope Clearwater,Rocket Raccoon,6,2019-11-12T13:36:19Z,2019-11-12T14:03:59.:00Z,[teacher report of what happened],No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:27:41Z,,27.6833333253861,2019-11-12
Penelope Clearwater,Rocket Raccoon,6,2019-11-25T14:06:27.:00Z,2019-11-25T14:19:19Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:12:51Z,,12.8500000079473,2019-11-25
Penelope Clearwater,Rocket Raccoon,6,2019-12-04T13:51:10Z,2019-12-04T15:05:05Z,[teacher report of what happened],Yes,Yes,Yes,Yes,Yes,No,No,No,,1899-12-30T01:13:55Z,,73.916666674614,2019-12-04
Penelope Clearwater,Rocket Raccoon,6,2020-01-22T13:57:02.:00Z,2020-01-22T14:25:43Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Teacher not ready,1899-12-30T00:28:40Z,,28.666666674614,2020-01-22
Penelope Clearwater,Wonder Girl,6,2019-10-23T12:51:13Z,2019-10-23T13:19:44Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,Yes,,1899-12-30T00:28:31Z,,28.5166666666667,2019-10-23
Penelope Clearwater,Wonder Girl,6,2019-11-19T13:26:17Z,2019-11-19T14:03:59.:00Z,[teacher report of what happened],Yes,No,Yes,Yes,Yes,Yes,Yes,No,Student not ready,1899-12-30T00:37:42.:00Z,[ISLA facilitator notes],37.7166666587194,2019-11-19
Penelope Clearwater,Wonder Girl,6,2020-02-05T08:30:23Z,2020-02-05T08:51:19Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,Yes,No,Stayed until end of period,1899-12-30T00:20:56Z,,20.9333333333333,2020-02-05
Penelope Clearwater,Dr. Manhattan,6,2019-10-18T09:33:24.:00Z,2019-10-18T10:53:19Z,[teacher report of what happened],Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Stayed until end of period,1899-12-30T01:19:54Z,,79.9000000079473,2019-10-18
Penelope Clearwater,Dr. Manhattan,6,2020-03-11T10:42:37Z,2020-03-11T11:20:53Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,Yes,No,Other,,[ISLA facilitator notes],38.2666666587194,2020-03-11
Penelope Clearwater,Superman,6,2019-10-04T14:36:09Z,2019-10-04T15:05:07.:00Z,[teacher report of what happened],No,No,No,Yes,Yes,Yes,Yes,No,Stayed until end of period,1899-12-30T00:28:59Z,,28.9833333253861,2019-10-04
Penelope Clearwater,Superman,6,2019-10-28T14:54:46.:00Z,2019-10-28T15:01:39Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Other,1899-12-30T00:06:52Z,[ISLA facilitator notes],6.86666667461395,2019-10-28
Penelope Clearwater,Superman,6,2020-01-16T14:26:43Z,2020-01-16T15:03:05Z,[teacher report of what happened],No,No,Yes,Yes,No,Yes,No,No,Stayed until end of period,1899-12-30T00:36:21.:00Z,,36.3666666587194,2020-01-16
Penelope Clearwater,Hawkman,6,2019-11-14T11:34:08Z,2019-11-14T11:39:18.:00Z,[teacher report of what happened],No,No,No,No,No,No,No,Yes,,1899-12-30T00:05:11Z,,5.18333332538605,2019-11-14
Michael Corner,Rocket Raccoon,8,2019-11-22T11:47:54Z,2019-11-22T11:58:05Z,[teacher report of what happened],No,No,,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:10:11Z,,10.1833333333333,2019-11-22
Michael Corner,Rocket Raccoon,8,2020-01-16T11:32:28Z,2020-01-16T11:49:06Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,No,Stayed until end of period,1899-12-30T00:16:38Z,,16.6333333333333,2020-01-16
Michael Corner,Scarlet Witch,8,2019-10-15T13:48:50.:00Z,2019-10-15T15:06:44Z,[teacher report of what happened],No,No,,,,,,,,1899-12-30T01:17:53Z,,77.8833333412806,2019-10-15
Michael Corner,Iron Fist,8,2020-02-20T09:43:37.:00Z,2020-02-20T09:53:51Z,[teacher report of what happened],No,No,Yes,Yes,No,No,Yes,Yes,,1899-12-30T00:10:13Z,,10.2166666825612,2020-02-20
Michael Corner,Hawkman,8,2020-02-19T09:10:29Z,2020-02-19T15:05:18Z,[teacher report of what happened],Yes,Yes,No,Yes,No,No,No,No,ISS,1899-12-30T05:54:49Z,,354.816666666667,2020-02-19
Michael Corner,Dr. Strange,8,2019-10-15T12:45:57Z,2019-10-15T13:13:58Z,[teacher report of what happened],No,No,Yes,Yes,No,Yes,No,No,Student not ready,1899-12-30T00:28:01Z,,28.0166666666667,2019-10-15
Michael Corner,Dr. Strange,8,2019-10-22T12:27:17Z,2019-10-22T13:15:43Z,[teacher report of what happened],No,No,No,No,No,No,No,No,,1899-12-30T00:48:26Z,,48.4333333333333,2019-10-22
Michael Corner,Dr. Strange,8,2019-11-12T12:55:19Z,2019-11-12T13:10:34Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Other,1899-12-30T00:15:15Z,[ISLA facilitator notes],15.2500000079473,2019-11-12
Michael Corner,Dr. Strange,8,2019-12-06T09:56:56Z,2019-12-06T11:01:58.:00Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Other,1899-12-30T01:05:02.:00Z,[ISLA facilitator notes],65.0499999920527,2019-12-06
Crabbe,Rocket Raccoon,7,2019-11-25T09:20:31Z,2019-11-25T09:54:31Z,[teacher report of what happened],Yes,Yes,Yes,Yes,Yes,No,No,No,Stayed until end of period,1899-12-30T00:34:00Z,,34,2019-11-25
Crabbe,Hawkman,7,2019-10-25T09:55:30Z,2019-10-25T10:23:30Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,Other,1899-12-30T00:28:00Z,[ISLA facilitator notes],28,2019-10-25
Crabbe,Shazam!,7,2019-12-12T10:43:03Z,2019-12-12T12:05:10Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,,1899-12-30T01:22:07Z,[ISLA facilitator notes],82.1166666666667,2019-12-12
Colin Creevey,Rocket Raccoon,7,2019-11-25T09:21:24Z,2019-11-25T09:55:24Z,[teacher report of what happened],Yes,Yes,Yes,Yes,Yes,No,No,No,Stayed until end of period,1899-12-30T00:33:59.:00Z,,33.9999999920527,2019-11-25
Colin Creevey,Nick Fury,7,2019-10-23T14:37:51Z,,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,ISS,,,,2019-10-23
Dennis Creevey,Rocket Raccoon,6,2019-11-25T14:07:21Z,2019-11-25T14:19:02Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:11:41Z,,11.6833333333333,2019-11-25
Dirk Cresswell,Rocket Raccoon,6,2019-11-25T14:07:56Z,2019-11-25T14:30:36Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,No,Stayed until end of period,1899-12-30T00:22:40Z,,22.6666666666667,2019-11-25
Dirk Cresswell,The Atom,6,2019-10-07T12:42:30Z,2019-10-07T13:08:03Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:25:33Z,,25.55,2019-10-07
Barty Crouch Jr,Rocket Raccoon,7,2019-11-27T08:28:38Z,2019-11-27T08:51:33Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Student not ready,1899-12-30T00:22:55Z,[ISLA facilitator notes],22.916666674614,2019-11-27
Barty Crouch Jr,Rocket Raccoon,7,2019-12-04T08:46:45Z,2019-12-04T08:52:12Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Stayed until end of period,1899-12-30T00:05:26.:00Z,[ISLA facilitator notes],5.45,2019-12-04
Barty Crouch Jr,Mister Miracle,7,2019-09-06T11:33:04Z,2019-09-06T12:01:34Z,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:28:30Z,,28.5,2019-09-06
Barty Crouch Jr,Wasp,7,2020-02-26T12:13:56Z,2020-02-26T12:50:33Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Stayed until end of period,,,36.6166666666667,2020-02-26
Barty Crouch Jr,Wonder Woman,7,2019-09-27T14:08:27Z,2019-09-27T15:08:34Z,[teacher report of what happened],No,No,Yes,No,No,No,Yes,No,Stayed until end of period,1899-12-30T01:00:07Z,,60.1166666666667,2019-09-27
Barty Crouch Jr,Wonder Woman,7,2019-10-21T13:51:31Z,2019-10-21T14:08:38Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:17:07Z,[ISLA facilitator notes],17.1166666666667,2019-10-21
Barty Crouch Jr,Wonder Woman,7,2019-11-06T13:30:45Z,2019-11-06T14:13:56.:00Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:43:12Z,,43.1999999920527,2019-11-06
Barty Crouch Jr,Wonder Woman,7,2019-11-19T13:38:52Z,2019-11-19T14:16:19Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Other,1899-12-30T00:37:27Z,[ISLA facilitator notes],37.45,2019-11-19
Barty Crouch Jr,Wonder Woman,7,2019-12-04T14:19:12Z,2019-12-04T14:32:13Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Other,1899-12-30T00:13:01Z,[ISLA facilitator notes],13.0166666666667,2019-12-04
Barty Crouch Jr,Wonder Woman,7,2019-12-11T13:30:54Z,2019-12-11T14:04:54Z,[teacher report of what happened],No,No,Yes,Yes,No,No,Yes,Yes,,1899-12-30T00:33:59.:00Z,,34,2019-12-11
Barty Crouch Jr,Wonder Woman,7,2019-12-18T13:50:41Z,2019-12-18T14:16:24Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,Student not ready,1899-12-30T00:25:43Z,,25.7166666587194,2019-12-18
Barty Crouch Jr,Wonder Woman,7,2020-01-09T14:00:43Z,2020-01-09T14:10:43Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Other,1899-12-30T00:10:00Z,[ISLA facilitator notes],10.0000000079473,2020-01-09
Barty Crouch Jr,Wonder Woman,7,2020-01-13T13:36:54Z,2020-01-13T14:13:29Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,Yes,Yes,,1899-12-30T00:36:35Z,[ISLA facilitator notes],36.5833333333333,2020-01-13
Barty Crouch Jr,Wonder Woman,7,2020-01-27T13:21:45Z,2020-01-27T14:08:01Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,Student not ready,1899-12-30T00:46:16Z,[ISLA facilitator notes],46.2666666666667,2020-01-27
Barty Crouch Jr,Wonder Woman,7,2020-01-28T13:27:16Z,2020-01-28T15:06:05Z,[teacher report of what happened],No,No,No,Yes,No,No,No,No,,1899-12-30T01:38:49Z,,98.8166666666667,2020-01-28
Barty Crouch Jr,Wonder Woman,7,2020-02-03T10:28:56Z,2020-02-03T11:02:14.:00Z,[teacher report of what happened],No,No,Yes,Yes,Yes,Yes,No,,Teacher not ready,1899-12-30T00:33:18.:00Z,[ISLA facilitator notes],33.3166666587194,2020-02-03
Barty Crouch Jr,Wonder Woman,7,2020-02-04T10:23:41Z,2020-02-04T11:19:00.:00Z,[teacher report of what happened],No,No,No,No,No,No,No,Yes,,1899-12-30T00:55:19.:00Z,[ISLA facilitator notes],55.3333333253861,2020-02-04
Barty Crouch Jr,Wonder Woman,7,2020-03-03T10:33:06Z,2020-03-03T10:54:18.:00Z,,No,No,No,Yes,No,No,No,No,Stayed until end of period,,,21.2166666587194,2020-03-03
Barty Crouch Jr,Hawkeye,7,2019-09-17T10:49:39Z,2019-09-17T11:09:56Z,[teacher report of what happened],No,No,No,Yes,No,No,Yes,Yes,,1899-12-30T00:20:16.:00Z,[ISLA facilitator notes],20.283333325386,2019-09-17
Barty Crouch Jr,Silver Surfer,7,2019-10-03T09:21:13Z,2019-10-03T09:54:52Z,[teacher report of what happened],No,No,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:33:39Z,,33.65,2019-10-03
Barty Crouch Jr,Silver Surfer,7,2019-10-10T09:26:38Z,2019-10-10T09:56:45.:00Z,[teacher report of what happened],No,Yes,Yes,Yes,No,No,No,No,Stayed until end of period,1899-12-30T00:30:07.:00Z,[ISLA facilitator notes],30.1333333253861,2019-10-10
Barty Crouch Jr,Hawkman,7,2019-10-07T14:43:46Z,2019-10-07T15:07:25Z,[teacher report of what happened],No,Yes,No,Yes,No,No,No,No,Student not ready,1899-12-30T00:23:39Z,,23.6500000079473,2019-10-07
Barty Crouch Jr,Hawkman,7,2019-12-04T11:08:03Z,2019-12-04T11:17:36Z,[teacher report of what happened],No,No,Yes,Yes,Yes,No,Yes,Yes,,1899-12-30T00:09:33Z,,9.55,2019-12-04
Roger Davies,Rocket Raccoon,7,2019-12-11T08:30:51Z,2019-12-11T08:49:42.:00Z,[teacher report of what happened],Yes,Yes,Yes,Yes,No,No,No,No,Other,1899-12-30T00:18:52Z,[ISLA facilitator notes],18.8666666587194,2019-12-11
Roger Davies,Scarlet Witch,7,2019-11-04T11:32:51Z,2019-11-04T12:12:47.:00Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Other,1899-12-30T00:39:56.:00Z,[ISLA facilitator notes],39.9499999920527,2019-11-04
Roger Davies,Scarlet Witch,7,2019-12-17T14:27:26Z,2019-12-17T15:07:05Z,[teacher report of what happened],No,No,No,No,No,No,No,No,Other,1899-12-30T00:39:39Z,[ISLA facilitator notes],39.6499999920527,2019-12-17
